Citation,Volcano,SampleID,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,NiO,Mineral,Host
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,FS_ FS-D,44.98,1.12,10.66,7.86,0.13,9.81,13.03,1.93,0.87,0.43,,0.05,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,FS_ FS-Xa,44.52,1.04,10.74,7.66,0.18,8.51,14.41,1.82,1.14,0.26,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,FS_ FS-Z,44.44,1.21,9.55,8.53,0.09,9.39,13.5,1.9,0.94,0.38,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-1 ,47.14,1.27,17.18,10.5,0.35,4.17,7.19,4.41,1.99,0.81,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-3 ,45.53,1.5,16.3,10.29,0.19,4.95,10.69,3.18,2.03,0.44,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-5 ,43.48,2.17,16.65,9.5,0.11,3.33,13.51,2.94,1.85,0.36,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-6 ,48.88,1.61,15.79,9.18,0.23,4.23,6.59,4.08,2.15,0.7,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-7 ,45.51,1.97,16.98,10.3,0.21,2.7,7.16,4.34,5.07,0.83,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-9,50.5,1.93,17.43,8.15,0.09,3.57,7.61,4.02,2.83,0.98,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-10 ,50.23,1.58,15.98,10.09,0.2,3.84,6.13,4.37,2.38,0.71,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-11b,43.3,2.28,18.57,7.91,0.25,3.18,14.24,3.59,2.46,0.54,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-13,43.3,1.85,16.51,9.27,0.16,4.64,12.37,3.04,2.11,0.39,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-16a,46.7,1.59,15.56,11.31,0.02,3.76,7.97,5.5,1.72,1.06,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-16b,45.46,1.61,14.45,11.72,0.22,4.85,6.43,6.56,2.03,0.72,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-23,44.21,1.63,16.1,9.54,0.1,5.46,11.11,3.71,2.03,0.36,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-24,45.67,1.78,16.49,11.05,0.18,3.68,8.88,4.53,3.01,0.59,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-26,49.05,1.95,15.79,9.02,0.12,3.06,6.45,4.94,3.68,0.89,,0.22,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-29a,52.31,1.03,14.85,9.86,0.25,3.11,6.02,5.05,3.01,0.82,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-29b,50.88,1.23,13.93,11.29,0.11,3.56,5.54,5.54,3.3,0.81,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-30,50.03,1.34,16.82,8.91,0.17,3.7,6.22,4.87,2.81,0.97,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-31,50.21,1.15,17.98,7.38,0.17,1.15,9.94,5.69,2.12,0.74,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-32,49.06,1.88,14.27,9.51,0.2,3.82,6.52,4.36,2.84,1.12,,0.22,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-33a,43.15,1.74,16.01,8.99,0.21,4.88,11.33,3.54,2.12,0.6,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2002S_ 2002/3S-33b,43.03,1.63,16.13,9.97,,4.81,11.7,3.41,2.06,0.57,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-1 a,49.66,1.38,16.12,10.99,0.23,3.46,6.86,3.87,2.63,0.71,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-1 b,49.16,1.56,15.91,11.01,0.21,3.5,7.02,3.77,2.58,0.67,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-4,49.42,1.6,15.66,10.2,0.12,3.67,7.75,4.66,2.26,0.83,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-7,42.47,2.77,16.25,10.3,0.09,5.45,11.48,3.03,1.79,0.38,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-12,45.05,1.77,16.88,10.1,0.16,4.93,10.76,3.26,2.08,0.57,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-18a,49.7,1.68,15.31,12.01,0.32,3.43,7.94,4.35,2.58,1.23,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-18b,49.59,1.58,15.32,12.06,0.49,3.2,8.03,4.41,2.38,1.17,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-B3a,46.92,1.55,16.3,10.29,0.07,4.57,8.66,4.15,1.69,0.58,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-B3b,46.91,1.71,15.88,9.9,0.24,4.67,8.52,3.63,1.63,0.52,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-B5a,44.82,1.59,16.28,10.3,0.08,4.86,10.86,3.89,2.18,0.54,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-B5c,50.42,1.92,15.58,9.48,0.25,3.31,7.92,4.29,3.53,0.71,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-B5d,45.83,1.83,16.61,10.96,0.31,3.79,9.35,4.97,2.86,0.6,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-B5n,43.9,1.65,17.73,9.91,0.04,4.65,11.68,3.99,2.32,0.57,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-B6,46.82,1.5,17.34,9.45,0.1,4.07,9.03,5.17,3.01,0.53,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-B8a,49.48,1.72,15.92,9.77,0.18,4.16,6.05,4.18,2.83,0.58,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-B8b,48.83,1.56,14.64,9.82,0.21,4.37,8.45,3.88,2.07,0.86,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-C7a,51.15,1.51,15.01,9.96,0.08,3.71,6.83,4.9,2.48,0.6,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-C7b,49.73,1.92,14.54,9.8,0.26,3.75,7.37,4.66,2.26,0.75,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-C8,49.12,2.03,16.8,10.52,0.14,3.36,6.45,5.13,2.72,0.9,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-C11,49.65,1.77,15.12,10.04,0.18,3.96,7.33,4.47,2.52,0.7,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-D9,49.66,2.01,14.48,9.75,0.24,3.52,7.17,4.12,3.26,1.06,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-E2a,50.13,1.85,15.55,10.49,0.23,3.53,7.32,2.72,2.66,0.57,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-E2b,48.83,1.97,14.98,11.31,0.31,3.07,7.56,4.2,2.51,0.51,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-F5a,46.7,1.72,15.61,10.25,0.12,4,9.35,4.85,2.77,0.56,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-F5b,48.34,1.77,15.28,10.05,0.2,3.41,7.95,5.12,3.41,1.01,,0.19,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-F5c,43.01,1.65,16.46,11.06,0.24,5.38,9.94,3.89,1.91,0.53,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-F5d,45.92,1.79,15.86,10.67,0.23,4.76,9.08,4.41,2.22,0.53,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-F5e,46.46,1.19,16.35,9.72,0.18,4.51,8.17,4.75,2.16,0.84,,0.07,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-F5n,52.95,1.18,15.84,9.16,0.09,2.51,4.6,4.49,3.75,1.25,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-H2,49.29,1.36,14.64,10.04,0.13,4.08,6.96,5.13,2.6,0.53,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-H4a,48.9,1.77,14.64,11.18,0.21,3.61,7.7,4.3,2.72,0.77,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-H4b,48.11,1.81,14.56,11.33,0.3,3.77,8.78,3.57,2.36,1.03,,0.07,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-H4c,48.87,1.85,15.01,11.48,0.24,3.3,8.14,3.7,2.73,0.96,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-H7a,49.65,1.27,16.45,9.15,0.24,3.53,8.3,4.27,3.36,0.87,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-H7b,49.44,1.86,15.79,9.55,0.18,3.72,7.43,3.7,3.29,0.93,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-H7c,48.33,1.47,15.4,10.59,0.25,3.83,9.11,4.24,2.91,0.9,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2008/09 _ 2008/9-1,48.94,2.07,17.05,8.8,0.19,3.17,8.78,4.73,2.83,0.96,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2008/09 _ 2008/9-5,49.19,1.95,17.23,8.51,0.16,2.25,9.29,5.05,3.56,0.89,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2008/09 _ 2008/9-6a,55.37,0.98,18.56,6.45,0.16,0.99,7.9,4.54,3.55,1.18,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2008/09 _ 2008/9-6b,45.52,1.81,16.74,9.32,0.16,2.13,10.38,5.16,3.27,0.87,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2008/09 _ 2008/9-7a,53.3,1.39,18.15,6.49,0.05,0.91,8.1,5.38,3.59,1.27,,0.09,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2008/09 _ 2008/9-7b,49.47,2.37,16.87,7.11,0.19,1.24,10.04,5.65,4.23,1.18,,,Glass,Olivine
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2008/09 _ 2008/9-8,53.94,1.71,17.63,5.05,0.15,1.44,6.35,6.61,5.61,0.87,,,Glass,Olivine
