Citation,Volcano,Sample ID,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,NiO,Mineral
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",MARIANA TROUGH,ALV-1846-9_ALV1846-9_46,50.2,0.54,17.52,7.12,0.15,6.89,13.39,2.19,0.81,0.12,,,Glass
"Ruth, Dawn C. S. , Elizabeth Cottrell, Joaquín A. Cortés, Katherine A. Kelley, Eliza S. Calder; From Passive Degassing to Violent Strombolian Eruption: the Case of the 2008 Eruption of Llaima Volcano, Chile, Journal of Petrology, Volume 57, Issue 9, 1 September 2016, Pages 1833–1864, https://doi.org/10.1093/petrology/egw063",LLAIMA,bk2-3-1-2012_bk2-3-1-2012,51.15,1.06,15.81,11.08,0.22,5.97,9.15,2.96,0.59,0.19,,,Glass
"Stock, M.J., Humphreys, M.C., Smith, V.C., Isaia, R., Brooker, R.A. and Pyle, D.M., 2018. Tracking volatile behaviour in sub-volcanic plumbing systems using apatite and glass: insights into pre-eruptive processes at Campi Flegrei, Italy. Journal of Petrology, 59(12), pp.2463-2492.",CAMPI FLEGREI,Astroni 1_CF69_cpx_206_mi_1,55.23,0.61,16.27,3.75,0.2,0.82,2.96,5.06,6.91,0.05,,,Glass
"Rose-Koga, E.F., Koga, K.T., Schiano, P., Le Voyer, M., Shimizu, N., Whitehouse, M.J. and Clocchiatti, R., 2012. Mantle source heterogeneity for South Tyrrhenian magmas revealed by Pb isotopes and halogen contents of olivine-hosted melt inclusions. Chemical Geology, 334, pp.266-279.",VAVILOV BASIN,48A1_48A1,49.54,0.93,20.26,7.72,0.16,2.46,12.8,3.28,0.33,0.1,,,Glass
"Cassidy, M., Edmonds, M., Watt, S.F., Palmer, M.R. and Gernon, T.M., 2015. Origin of basalts by hybridization in andesite-dominated arcs. Journal of Petrology, 56(2), pp.325-346.",MONTSERRAT/SOUTH SOUFRIERE HILLS,SSH10_,70.65,0.88,16.41,1.15,,0.11,2.06,4.35,3.09,,,,Glass
Hartleyetal2014,LAKI,MHL-02_25_1,49.416,2.0315,17.1733,7.6266,0.2085,5.4695,14.0168,2.5746,0.3355,0.2286,,0.0783,Glass
"Umino, S., Kanayama, K., Kitamura, K., Tamura, A., Ishizuka, O., Senda, R. and Arai, S., 2018. Did boninite originate from the heterogeneous mantle with recycled ancient slab?. Island Arc, 27(1), p.e12221.",,_AMm1-23,59.7,0.1,12.05,7.49,0.12,6.84,7.6,1.78,0.29,,0.67,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-35X-6-142-144_102,72.4,0.24,12.8,1.65,0.09,0.31,1.72,3.52,2.51,0.06,,,Glass
"Moretti, R., Métrich, N., Arienzo, I., Di Renzo, V., Aiuppa, A. and Allard, P., 2018. Degassing vs. eruptive styles at Mt. Etna volcano (Sicily, Italy). Part I: Volatile stocking, gas fluxing, and the shift from low-energy to highly explosive basaltic eruptions. Chemical Geology, 482, pp.1-17.",ETNA,BN1997-98_a5 first,45.27,1.62,17.72,10.16,0.3,4.54,12.58,3.79,2.42,0.7,,,Glass
"Zimmer, M.M., Plank, T., Hauri, E.H., Yogodzinski, G.M., Stelling, P., Larsen, J., Singer, B., Jicha, B., Mandeville, C. and Nye, C.J., 2010. The role of water in generating the calc-alkaline trend: new volatile data for Aleutian magmas and a new tholeiitic index. Journal of Petrology, 51(12), pp.2411-2444. doi:10.1093/petrology/egq062",SHISHALDIN,97SPS31A_oliv3mi1 ,56.71,0.91,21.56,4.91,0.13,1.58,6.85,4.99,1.83,0.37,,,Glass
"de Maisonneuve, C.B., Dungan, M.A., Bachmann, O. and Burgisser, A., 2012. Insights into shallow magma storage and crystallization at Volcán Llaima (Andean southern volcanic zone, Chile). Journal of Volcanology and Geothermal Research, 211, pp.76-91.",LLAIMA,8LM-339_8LM-339_B23c,54.97,1.76,15.41,10.4,0.2,3.44,9.07,3.1,0.97,0.0,,,Glass
"Portnyagin, M.V., Naumov, V.B., Mironov, N.L., Belousov, I.A. and Kononkova, N.N., 2011. Composition and evolution of the melts erupted in 1996 at Karymskoe Lake, Eastern Kamchatka: Evidence from inclusions in minerals. Geochemistry International, 49(11), pp.1085-1110.",KARYMSKY,KR99/96_KR99/96-20,52.34,1.03,17.27,9.65,0.2,3.87,8.6,3.57,0.84,0.16,,,Glass
"Rose-Koga, E.F., Koga, K.T., Schiano, P., Le Voyer, M., Shimizu, N., Whitehouse, M.J. and Clocchiatti, R., 2012. Mantle source heterogeneity for South Tyrrhenian magmas revealed by Pb isotopes and halogen contents of olivine-hosted melt inclusions. Chemical Geology, 334, pp.266-279.",VULCANO,2B1A_2B1A,45.52,0.69,11.14,9.29,0.16,8.42,14.06,2.12,1.97,0.29,,,Glass
"Rasmussen, D.J., Plank, T.A., 2021. Melt inclusion data for the central-eastern Aleutian volcanoes. Earthchem data submission.",SHISHALDIN,SH15CK01_SH01MI12A,46.41,1.38,18.05,10.78,0.22,5.41,10.34,3.0,0.61,0.18,,,Glass
Hartleyetal2014,LAKI,MHL-18_13_2,49.7852,2.1391,17.2111,7.2505,0.1253,4.4409,14.6812,2.5684,0.2992,0.3221,0.0905,0.0395,Glass
"Brounce, M.N., Kelley, K.A. and Cottrell, E., 2014. Variations in Fe3+/? Fe of Mariana Arc basalts and mantle wedge f O2. Journal of Petrology, 55(12), pp.2513-2536.",ALAMAGAN,Ala02_9,45.82,0.55,18.03,9.07,0.18,6.88,12.48,1.63,0.24,0.06,,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-2H-4-113-114_3,73.55,0.4,12.1,2.87,0.15,0.4,2.19,3.6,1.35,0.06,,,Glass
"Moretti, R., Métrich, N., Arienzo, I., Di Renzo, V., Aiuppa, A. and Allard, P., 2018. Degassing vs. eruptive styles at Mt. Etna volcano (Sicily, Italy). Part I: Volatile stocking, gas fluxing, and the shift from low-energy to highly explosive basaltic eruptions. Chemical Geology, 482, pp.1-17.",ETNA,SEC Feb. 1999_CSED inc-1,45.62,1.49,17.31,9.52,0.14,4.53,9.54,4.11,1.93,0.58,,,Glass
"Portnyagin, M.V., Naumov, V.B., Mironov, N.L., Belousov, I.A. and Kononkova, N.N., 2011. Composition and evolution of the melts erupted in 1996 at Karymskoe Lake, Eastern Kamchatka: Evidence from inclusions in minerals. Geochemistry International, 49(11), pp.1085-1110.",KARYMSKY,KR99/96_KR99/96-26,54.46,1.21,15.74,8.5,0.2,3.25,7.23,3.51,1.11,0.12,,,Glass
"Rasmussen, D.J., Plank, T.A., 2021. Melt inclusion data for the central-eastern Aleutian volcanoes. Earthchem data submission.",WESTDAHL,WD16TAP70_WD70MI01B,48.72,1.52,16.96,10.53,0.23,3.71,11.19,3.45,0.37,0.22,,,Glass
"Portnyagin, M.V., Naumov, V.B., Mironov, N.L., Belousov, I.A. and Kononkova, N.N., 2011. Composition and evolution of the melts erupted in 1996 at Karymskoe Lake, Eastern Kamchatka: Evidence from inclusions in minerals. Geochemistry International, 49(11), pp.1085-1110.",KARYMSKY,KR99/96_KR99/96-45,56.63,1.02,17.35,7.16,0.17,2.51,6.23,4.18,1.32,0.12,,,Glass
"Rowe, M.C., Kent, A.J. and Nielsen, R.L., 2009. Subduction influence on oxygen fugacity and trace and volatile elements in basalts across the Cascade Volcanic Arc. Journal of Petrology, 50(1), pp.61-91.",,QV04-3b_04-036-1.2,50.89,1.63,14.81,6.48,0.08,4.68,11.47,2.62,2.76,1.51,,,Glass
Hartleyetal2018,HOLUHRAUN,3-MSR-5-MI1,49.76,1.36,12.75,10.6,0.17,8.99,12.73,2.07,0.16,0.13,0.05,0.03,Glass
"Brounce, M.N., Kelley, K.A. and Cottrell, E., 2014. Variations in Fe3+/? Fe of Mariana Arc basalts and mantle wedge f O2. Journal of Petrology, 55(12), pp.2513-2536.",AGRIGAN,Agr07_11,45.82,0.69,18.67,8.86,0.18,3.54,12.95,2.07,0.42,0.14,,,Glass
"Walowski, K.J., Wallace, P.J., Clynne, M.A., Rasmussen, D.J. and Weis, D., 2016. Slab melting and magma formation beneath the southern Cascade arc. Earth and Planetary Science Letters, 446, pp.100-112.",LASSEN REGION,BAS-44_B3,48.83,1.04,18.19,7.83,0.12,7.51,11.43,2.94,0.28,0.17,,,Glass
"Portnyagin, M.V., Naumov, V.B., Mironov, N.L., Belousov, I.A. and Kononkova, N.N., 2011. Composition and evolution of the melts erupted in 1996 at Karymskoe Lake, Eastern Kamchatka: Evidence from inclusions in minerals. Geochemistry International, 49(11), pp.1085-1110.",KARYMSKY,KR99/96_KR99/96-58,57.62,1.12,14.91,8.64,0.22,3.09,6.27,3.62,0.92,0.26,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",MARIANA TROUGH,MARA-34-1_MARA34-1_23,50.75,0.83,18.46,6.91,0.13,4.15,12.95,2.49,0.32,0.11,,,Glass
"Brandl, P.A., Hamada, M., Arculus, R.J., Johnson, K., Marsaglia, K.M., Savov, I.P., Ishizuka, O. and Li, H., 2017. The arc arises: The links between volcanic output, arc evolution and melt composition. Earth and Planetary Science Letters, 461, pp.73-84.",PALAU-KYUSHU RIDGE,U1438_U1438D-57R4W-I2 ,50.92,1.24,15.31,11.56,0.22,5.63,10.12,2.5,0.7,0.16,,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-19X-2-24-26_45,52.49,0.63,14.2,10.54,0.13,5.84,9.54,2.06,0.31,0.09,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",PAGAN,AS03-PAGAN-5_PAGAN5-2_46 ,51.95,1.27,13.71,11.9,0.26,4.02,9.57,2.88,1.05,0.22,,,Glass
"Brandl, P.A., Hamada, M., Arculus, R.J., Johnson, K., Marsaglia, K.M., Savov, I.P., Ishizuka, O. and Li, H., 2017. The arc arises: The links between volcanic output, arc evolution and melt composition. Earth and Planetary Science Letters, 461, pp.73-84.",PALAU-KYUSHU RIDGE,U1438_U1438D-15R2W56-I2 ,48.66,1.12,16.88,9.24,0.2,6.0,10.85,2.26,0.44,0.09,,,Glass
"Ruscitto, D.M., Wallace, P.J., Johnson, E.R., Kent, A.J.R. and Bindeman, I.N., 2010. Volatile contents of mafic magmas from cinder cones in the Central Oregon High Cascades: Implications for magma formation and mantle conditions in a hot arc. Earth and Planetary Science Letters, 298(1-2), pp.153-161.","HIGH CASCADES, ISLAND FISSURE",PT05_1-B1,49.88,1.33,16.94,7.52,0.11,5.34,8.08,3.95,0.99,0.43,,,Glass
"Sadofsky, S.J., Portnyagin, M., Hoernle, K. and van den Bogaard, P., 2008. Subduction cycling of volatiles and trace elements through the Central American volcanic arc: evidence from melt inclusions. Contributions to Mineralogy and Petrology, 155(4), pp.433-456. AND Wehrmann, H., Hoernle, K., Portnyagin, M., Wiedenbeck, M. and Heydolph, K., 2011. Volcanic CO2 output at the Central American subduction zone inferred from melt inclusions in olivine crystals from mafic tephras. Geochemistry, Geophysics, Geosystems, 12(6).",ARENAL,CR-61C_CR-61C-57,48.91,0.76,18.72,9.22,0.15,3.97,11.19,2.37,0.54,0.2,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",AGRIGAN,AS03-AGRI-2_AGRI2-56 ,48.39,0.88,16.33,10.18,0.21,4.07,10.42,2.8,0.86,0.18,,,Glass
"Robidoux, P., Rotolo, S.G., Aiuppa, A., Lanzo, G. and Hauri, E.H., 2017. Geochemistry and volatile content of magmas feeding explosive eruptions at Telica volcano (Nicaragua). Journal of Volcanology and Geothermal Research, 341, pp.131-148.",TELICA,TEL01_CORE,66.72,0.73,15.44,2.48,0.07,0.43,2.85,3.72,2.88,0.26,,,Glass
"Rowe, Michael C. , David W. Peate, Ingrid Ukstins Peate; An Investigation into the Nature of the Magmatic Plumbing System at Paricutin Volcano, Mexico, Journal of Petrology, Volume 52, Issue 11, 1 November 2011, Pages 2187–2220, https://doi.org/10.1093/petrology/egr044",PARICUTIN,FP-16-52 (116289-19)_19-O-2-2A,65.21,1.73,14.58,4.51,0.05,1.78,3.68,2.28,3.36,0.56,,,Glass
"Straub, S.M. and Layne, G.D., 2003. The systematics of chlorine, fluorine, and water in Izu arc front volcanic rocks: implications for volatile recycling in subduction zones. Geochimica et Cosmochimica Acta, 67(21), pp.4179-4203.",,"125-782A-2H-4,113-114_38C",52.77,0.6,16.11,9.18,0.2,5.97,11.25,2.06,0.5,0.15,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",IZU-TORISHIMA,616-R08 Izx_616-R08mi50 ,48.91,0.67,17.54,7.63,0.15,4.82,14.08,1.73,0.11,0.09,,,Glass
Blundyetal2006,MT.ST.HELENS,USNM 115379-34_34-3B,72.57,0.37,12.27,2.65,0.05,0.7,1.07,4.56,2.7,0.1,,,Glass
"Schiavi, F., Rosciglione, A., Kitagawa, H., Kobayashi, K., Nakamura, E., Nuccio, P.M., Ottolini, L., Paonita, A. and Vannucci, R., 2015. Geochemical heterogeneities in magma beneath Mount Etna recorded by 2001–2006 melt inclusions. Geochemistry, Geophysics, Geosystems, 16(7), pp.2109-2126.",ETNA,"2006_(5,3)MI",50.25,1.84,16.34,9.52,0.23,3.25,7.54,4.77,2.23,0.95,,,Glass
"Ruth, Dawn C. S. , Elizabeth Cottrell, Joaquín A. Cortés, Katherine A. Kelley, Eliza S. Calder; From Passive Degassing to Violent Strombolian Eruption: the Case of the 2008 Eruption of Llaima Volcano, Chile, Journal of Petrology, Volume 57, Issue 9, 1 September 2016, Pages 1833–1864, https://doi.org/10.1093/petrology/egw063",LLAIMA,8LM-331A_A24b_8LM-331A_A24b,52.36,1.24,16.26,10.45,0.17,4.89,9.42,3.14,0.67,0.11,,,Glass
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,50-2_26-1,54.9,1.07,18.9,9.5,0.14,2.54,8.3,3.55,0.94,0.12,,,Glass
"Sorbadere, F., Schiano, P., Métrich, N. and Garaebiti, E., 2011. Insights into the origin of primitive silica-undersaturated arc magmas of Aoba volcano (Vanuatu arc). Contributions to Mineralogy and Petrology, 162(5), pp.995-1009.",AOBA,AO17_9,48.18,0.79,13.72,7.16,0.14,7.42,15.4,2.44,0.95,0.27,,,Glass
"Rowe, Michael C. , David W. Peate, Ingrid Ukstins Peate; An Investigation into the Nature of the Magmatic Plumbing System at Paricutin Volcano, Mexico, Journal of Petrology, Volume 52, Issue 11, 1 November 2011, Pages 2187–2220, https://doi.org/10.1093/petrology/egr044",PARICUTIN,FP-16-52 (116289-19)_19-O-1-2B,65.61,1.43,14.61,4.93,0.08,2.24,3.53,2.51,3.1,0.54,,,Glass
"Portnyagin, M.V., Naumov, V.B., Mironov, N.L., Belousov, I.A. and Kononkova, N.N., 2011. Composition and evolution of the melts erupted in 1996 at Karymskoe Lake, Eastern Kamchatka: Evidence from inclusions in minerals. Geochemistry International, 49(11), pp.1085-1110.",KARYMSKY,KR96BV_KR96BV-20,53.74,1.1,15.86,10.43,0.21,3.49,6.28,3.93,1.26,0.16,,,Glass
"Rowe, M.C., Lassiter, J.C. and Goff, K., 2015. Basalt volatile fluctuations during continental rifting: An example from the Rio Grande Rift, USA. Geochemistry, Geophysics, Geosystems, 16(5), pp.1254-1273.",,RC09-9_RC-9-2-3-1,52.62,0.76,14.83,11.1,0.18,7.05,8.08,4.04,1.18,0.66,,,Glass
"Özdemir, Y., Blundy, J. and Güleç, N., 2011. The importance of fractional crystallization and magma mixing in controlling chemical differentiation at Süphan stratovolcano, eastern Anatolia, Turkey. Contributions to Mineralogy and Petrology, 162(3), pp.573-597.",SUPHAN,200510_OP5,71.02,0.47,15.69,1.98,0.12,0.1,1.36,5.28,3.05,0.26,,,Glass
"Portnyagin, M.V., Hoernle, K. & Mironov, N.L., Contrasting compositional trends of rocks and olivine-hosted melt inclusions from Cerro Negro volcano (Central America): implications for decompression-driven fractionation of hydrous magmas, Int J Earth Sci (Geol Rundsch) (2014) 103: 1963. https://doi.org/10.1007/s00531-012-0810-3",CERRO NEGRO,P2-3B_P2-3B-7A,51.47,0.98,15.62,12.35,0.18,4.55,9.07,2.59,0.67,0.16,,,Glass
"Wehrmann, H., Hoernle, K., Jacques, G., Garbe-Schönberg, D., Schumann, K., Mahlke, J. and Lara, L.E., 2014. Volatile (sulphur and chlorine), major, and trace element geochemistry of mafic to intermediate tephras from the Chilean Southern Volcanic Zone (33–43 S). International Journal of Earth Sciences, 103(7), pp.1945-1962.",APAGADO,CL713_CL713INC45,49.44,1.01,20.23,7.53,0.14,5.13,12.62,3.08,0.64,0.19,,,Glass
"Johnson, E.R., Wallace, P.J., Delgado Granados, H., Manea, V.C., Kent, A.J., Bindeman, I.N. and Donegan, C.S., 2009. Subduction-related volatile recycling and magma generation beneath Central Mexico: insights from melt inclusions, oxygen isotopes and geodynamic models. Journal of Petrology, 50(9), pp.1729-1764.",JORULLO,J1D-14_,50.83,0.76,19.46,5.65,0.02,3.26,10.23,4.41,0.8,0.19,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",GUGUAN,D50-2-2_D50-2-2_12,47.54,0.84,14.99,10.07,0.2,9.87,9.96,2.15,0.42,0.09,,,Glass
"Ruth, Dawn C. S. , Elizabeth Cottrell, Joaquín A. Cortés, Katherine A. Kelley, Eliza S. Calder; From Passive Degassing to Violent Strombolian Eruption: the Case of the 2008 Eruption of Llaima Volcano, Chile, Journal of Petrology, Volume 57, Issue 9, 1 September 2016, Pages 1833–1864, https://doi.org/10.1093/petrology/egw063",LLAIMA,bk4-2-4-2012_bk4-2-4-2012,51.52,0.88,16.89,9.69,0.18,5.28,9.18,3.6,0.44,0.14,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",PAGAN,AS03-PAGAN-5_PAGAN5-2_83 ,51.5,1.15,14.36,10.81,0.23,4.5,9.89,2.83,1.05,0.28,,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-15X-3-116-118_32,61.33,0.69,13.9,6.51,0.23,2.23,5.73,2.78,0.57,0.06,,,Glass
"Keith, M., Haase, K.M., Klemd, R., Smith, D.J., Schwarz-Schampera, U. and Bach, W., 2018. Constraints on the source of Cu in a submarine magmatic-hydrothermal system, Brothers volcano, Kermadec island arc. Contributions to Mineralogy and Petrology, 173(5), p.40.",BROTHERS,52DR-1_,67.17,0.9,13.92,4.42,0.13,1.05,3.38,4.36,2.12,0.18,,,Glass
Hartleyetal2018,HOLUHRAUN,EI-6-MI3,49.67,1.25,12.98,10.84,0.18,8.66,12.76,1.96,0.15,0.13,0.06,0.04,Glass
"Rowe, M.C., Kent, A.J. and Nielsen, R.L., 2009. Subduction influence on oxygen fugacity and trace and volatile elements in basalts across the Cascade Volcanic Arc. Journal of Petrology, 50(1), pp.61-91.",,TB02-1_03-076-7.1,49.42,1.18,18.54,7.07,0.05,8.19,9.85,3.17,0.5,0.15,,,Glass
"Corsaro, R.A. and Métrich, N., 2016. Chemical heterogeneity of Mt. Etna magmas in the last 15 ka. Inferences on their mantle sources. Lithos, 252, pp.123-134.",ETNA,NEC 271195_OL1,45.03,1.55,18.24,8.27,,4.36,9.38,4.82,3.33,0.89,,,Glass
"Rowe, M.C., Kent, A.J. and Nielsen, R.L., 2009. Subduction influence on oxygen fugacity and trace and volatile elements in basalts across the Cascade Volcanic Arc. Journal of Petrology, 50(1), pp.61-91.",,CM02-2_03-013-67.1,51.02,1.24,17.05,8.19,0.11,7.67,10.83,3.4,1.91,0.49,,,Glass
"Tolstykh, M.L., Pevzner, M.M., Naumov, V.B., Babanskii, A.D. and Kononkova, N.N., 2015. Types of parental melts of pyroclastic rocks of various structural–age complexes of the Shiveluch volcanic massif, Kamchatka: Evidence from inclusions in minerals. Petrology, 23(5), pp.480-517.",SHIVELUCH,735-2a_23,64.05,1.15,15.93,4.3,0.12,1.81,2.89,5.09,2.69,0.58,,,Glass
"Portnyagin, M., Hoernle, K., Plechov, P., Mironov, N. and Khubunaya, S., 2007. Constraints on mantle melting and composition and nature of slab components in volcanic arcs from volatiles (H2O, S, Cl, F) and trace elements in melt inclusions from the Kamchatka Arc. Earth and Planetary Science Letters, 255(1-2), pp.53-69.",KLYUCHEVSKOY,KHUB-2_E293,48.94,0.82,15.04,6.8,0.1,9.21,13.08,2.38,0.43,0.12,0.01,,Glass
"Fourmentraux, C., Métrich, N., Bertagnini, A. and Rosi, M., 2012. Crystal fractionation, magma step ascent, and syn-eruptive mingling: the Averno 2 eruption (Phlegraean Fields, Italy). Contributions to Mineralogy and Petrology, 163(6), pp.1121-1137.",CAMPI FLEGREI,A2B_MI-19c,57.82,0.46,19.93,2.27,0.07,0.11,1.06,4.82,7.5,0.07,,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-23X-6-135-137_64,54.04,1.04,13.4,10.67,0.2,3.89,8.25,2.69,0.32,0.11,,,Glass
"Roggensack, K., 2001. Sizing up crystals and their melt inclusions: a new approach to crystallization studies. Earth and Planetary Science Letters, 187(1-2), pp.221-237.",CERRO NEGRO,1867_103,50.49,0.77,17.51,10.67,0.19,5.93,11.33,2.46,0.32,0.34,,,Glass
"Ruth, Dawn C. S. , Elizabeth Cottrell, Joaquín A. Cortés, Katherine A. Kelley, Eliza S. Calder; From Passive Degassing to Violent Strombolian Eruption: the Case of the 2008 Eruption of Llaima Volcano, Chile, Journal of Petrology, Volume 57, Issue 9, 1 September 2016, Pages 1833–1864, https://doi.org/10.1093/petrology/egw063",LLAIMA,brn17-MI-1-2011_brn17-MI-1-2011,48.73,0.87,17.99,9.65,0.16,5.92,9.82,2.9,0.38,0.15,,,Glass
